,a,b,c,d,e,f,g,h,i,j
1730,713,825,453,967,478,49,574,30,608,290
1731,493,722,708,736,510,903,880,465,673,282
1732,154,198,704,121,177,111,577,918,506,342
1733,448,115,642,430,70,316,108,573,459,371
1734,855,77,823,959,901,235,955,918,668,804
1735,461,276,685,807,836,421,604,399,325,719
1736,782,762,885,251,750,608,449,920,437,91
1737,197,972,766,890,363,461,351,553,782,923
1738,627,713,829,270,957,100,301,40,675,238
1739,477,532,771,768,252,997,144,665,956,761
1740,288,734,326,418,479,252,550,283,750,453
1741,843,991,538,509,869,912,196,590,59,9
1742,106,476,96,69,406,631,531,780,606,484
1743,863,528,669,832,831,826,5,26,81,770
1744,379,946,61,360,817,357,846,832,805,380
1745,832,685,697,266,561,234,56,479,227,72
1746,504,985,126,367,335,764,182,545,694,0
1747,440,737,171,586,608,166,118,558,968,958
1748,644,570,179,407,599,989,648,211,856,878
1749,515,170,104,54,897,775,842,20,207,572
1750,247,748,108,672,194,294,954,713,700,188
1751,415,731,538,680,860,783,965,879,178,67
1752,755,109,226,770,265,911,491,355,628,710
1753,592,665,333,928,610,735,696,704,276,597
1754,326,629,196,202,356,18,527,301,932,613
1755,917,930,563,872,381,922,196,629,817,747
1756,139,988,533,886,994,730,788,363,651,165
1757,536,690,816,694,437,677,970,190,607,35
1758,930,843,665,237,743,486,292,630,422,703
1759,975,541,673,979,466,549,33,349,490,392
1760,733,479,554,231,470,185,927,763,996,482
1761,650,18,272,910,694,897,608,536,834,174
1762,693,333,762,553,231,82,436,283,439,56
1763,306,609,808,683,889,831,823,97,105,670
1764,847,358,993,889,149,399,472,54,839,976
1765,40,540,821,589,158,305,541,968,152,593
1766,876,476,790,623,228,737,864,599,186,674
1767,745,505,210,572,177,765,458,966,531,812
1768,439,538,914,841,386,386,339,78,302,73
1769,950,454,596,613,192,464,215,606,378,824
1770,473,43,237,744,194,486,567,567,315,519
1771,158,192,759,504,766,778,100,646,686,739
1772,962,478,525,717,491,152,277,346,439,255
1773,790,970,727,416,311,375,225,821,384,588
1774,178,382,304,396,806,391,775,839,562,786
1775,256,536,557,191,724,77,933,420,119,858
1776,640,276,369,190,832,35,13,220,557,303
1777,72,961,417,98,953,654,87,31,958,487
1778,924,705,289,382,612,630,233,483,515,452
1779,24,30,992,553,409,317,653,479,426,454
1780,843,676,9,863,46,576,740,324,569,757
1781,357,74,482,763,726,103,193,876,573,970
1782,700,191,178,512,598,491,182,408,925,986
1783,319,443,881,78,19,914,432,478,693,973
1784,392,161,719,435,590,276,192,908,173,576
1785,784,983,600,933,444,617,441,246,322,876
1786,356,206,952,444,50,612,651,248,728,673
1787,929,896,903,328,96,511,838,997,200,525
1788,28,321,60,271,636,970,809,133,536,10
1789,239,574,575,916,648,184,797,590,574,598
1790,613,332,995,493,90,618,51,959,669,563
1791,208,260,282,483,275,728,29,56,994,648
1792,957,710,952,354,703,747,669,280,17,978
1793,955,971,658,209,759,442,225,582,392,595
1794,618,989,747,171,956,649,715,433,295,925
1795,714,104,968,351,796,774,92,285,163,770
1796,158,712,515,561,906,672,632,485,397,120
1797,1,243,908,221,405,709,95,989,787,22
1798,946,290,9,138,494,4,300,355,41,669
1799,504,221,949,897,711,747,945,565,939,17
1800,637,81,24,105,503,880,786,379,978,138
1801,444,82,824,319,852,508,360,76,711,577
1802,208,377,978,124,935,75,428,741,449,316
1803,911,434,533,38,877,665,546,754,330,62
1804,285,363,102,463,553,428,294,402,262,313
1805,14,879,313,589,509,174,6,1,377,314
1806,705,108,294,188,578,388,234,372,956,126
1807,688,974,489,222,898,7,481,90,464,496
1808,594,645,442,955,277,867,578,16,115,695
1809,361,812,667,892,783,795,350,393,971,716
1810,586,584,773,70,667,705,999,437,330,760
1811,432,857,73,267,233,80,313,864,711,359
1812,403,319,664,823,529,952,325,987,481,114
1813,71,527,452,68,404,372,911,839,106,450
1814,639,379,753,584,705,789,661,370,898,482
1815,513,854,635,347,300,610,314,269,525,342
1816,287,533,602,602,920,760,233,240,214,874
1817,396,88,217,424,321,657,60,246,561,783
1818,436,46,811,527,189,957,345,796,691,102
1819,554,231,587,111,420,827,903,282,610,999
1820,486,78,953,739,90,359,461,862,351,858
1821,533,781,149,282,541,651,357,171,682,488
1822,117,628,703,10,204,33,128,417,417,118
1823,187,829,189,64,747,597,766,519,860,443
1824,629,566,895,250,219,537,820,687,914,520
1825,834,570,804,943,536,121,157,880,733,564
1826,506,476,143,156,693,768,666,388,809,423
1827,503,71,632,68,290,807,310,385,575,757
1828,981,801,650,322,62,68,486,952,737,333
1829,706,996,489,284,595,272,318,982,103,658
1830,876,342,491,23,94,384,204,659,776,240
1831,276,865,917,717,884,613,169,672,208,425
1832,542,638,240,809,858,228,861,167,972,110
1833,345,177,166,760,225,987,62,778,823,960
1834,570,253,154,665,199,968,621,535,647,472
1835,124,401,186,537,692,652,747,425,536,30
1836,274,396,745,910,187,939,821,314,906,809
1837,834,219,71,189,957,56,199,23,841,111
1838,285,260,293,405,438,253,469,728,497,725
1839,743,881,682,669,132,217,12,974,282,253
1840,592,9,121,773,487,956,609,804,46,784
1841,32,748,45,404,12,470,338,48,673,965
1842,857,34,623,328,476,205,985,581,722,824
1843,997,448,698,462,87,193,623,510,613,930
1844,781,653,476,58,629,784,999,238,944,610
1845,242,620,94,105,82,158,676,537,21,358
1846,152,753,921,888,388,205,147,885,455,850
1847,613,0,424,682,37,729,832,725,228,241
1848,218,392,275,186,339,573,148,218,738,713
1849,961,683,792,803,660,401,392,160,766,319
1850,152,723,893,433,109,318,886,838,761,877
1851,35,9,814,483,677,477,77,224,701,266
1852,516,337,741,769,775,124,367,819,914,48
1853,951,611,955,685,546,373,849,618,37,505
1854,396,189,679,144,96,635,824,606,475,155
1855,900,710,959,30,867,742,80,936,444,119
1856,71,576,1,608,842,873,104,228,19,849
1857,509,833,610,968,870,557,679,787,764,115
1858,218,605,606,282,771,534,214,334,64,330
1859,652,354,177,537,180,745,452,720,489,90
1860,705,881,456,529,331,285,106,902,591,685
1861,158,552,857,416,289,769,223,520,358,323
1862,200,74,891,634,40,585,158,128,613,379
1863,291,931,110,991,249,545,592,289,994,782
1864,266,529,462,690,561,943,914,287,658,356
1865,243,196,110,922,707,974,762,694,477,47
1866,865,420,356,271,748,669,753,307,514,726
1867,197,45,407,804,763,177,687,2,898,570
1868,900,520,616,335,792,476,706,151,771,728
1869,142,336,225,275,338,20,503,460,37,684
1870,732,121,695,705,357,52,158,238,307,222
1871,89,850,451,18,623,236,909,266,875,975
1872,75,443,263,630,826,715,761,902,92,299
1873,644,164,361,215,985,60,227,263,464,794
1874,815,480,922,60,178,528,907,795,984,166
1875,834,524,946,747,435,119,955,174,521,957
1876,680,181,96,487,763,853,304,741,22,785
1877,836,165,854,793,62,569,675,764,161,398
1878,273,423,546,699,888,26,517,955,254,182
1879,0,121,5,523,640,638,556,158,811,156
1880,106,198,496,429,879,953,683,520,811,195
1881,295,648,350,114,679,969,38,783,593,468
1882,851,844,965,613,663,930,481,744,723,636
1883,819,749,233,980,94,909,216,286,546,339
1884,70,295,449,491,688,94,289,748,187,12
1885,804,689,730,715,878,190,939,510,227,391
1886,999,818,480,927,561,102,99,82,352,723
1887,589,506,53,118,209,481,78,164,604,150
1888,969,727,716,86,87,311,324,377,33,494
1889,63,91,570,984,463,187,850,731,47,712
1890,546,386,213,953,823,467,605,694,352,51
1891,93,702,644,837,753,300,993,969,538,714
1892,991,989,772,686,749,893,802,82,230,117
1893,754,234,260,958,844,893,716,51,546,321
1894,410,706,348,386,525,583,472,968,9,44
1895,932,94,481,520,815,336,352,602,62,73
1896,562,595,718,266,23,570,812,124,920,152
1897,342,953,706,473,165,140,366,91,424,504
1898,709,589,349,538,833,40,781,536,124,257
1899,811,411,192,72,469,232,369,186,118,390
1900,687,127,626,491,543,768,389,885,1,690
1901,871,569,760,195,66,117,877,620,787,171
1902,848,39,91,185,328,354,347,226,143,670
1903,974,549,988,786,18,857,884,306,741,946
1904,631,348,898,653,115,53,322,441,690,297
1905,985,556,182,520,686,762,559,673,660,311
1906,89,634,474,933,54,511,756,75,373,676
1907,522,906,611,551,482,310,855,169,830,351
1908,338,986,664,44,307,718,419,561,242,43
1909,829,89,4,107,719,50,341,310,431,616
1910,265,600,163,474,355,342,990,234,432,516
1911,470,824,203,380,280,434,95,542,203,229
1912,692,383,793,383,200,462,679,755,290,834
1913,811,659,920,377,960,184,202,813,942,399
1914,551,716,754,597,929,275,336,988,663,26
1915,574,279,753,283,433,998,912,391,151,327
1916,84,133,937,365,469,694,460,806,844,107
1917,502,626,727,479,387,939,421,618,440,770
1918,36,995,921,171,374,161,642,726,889,202
1919,945,470,890,828,50,642,138,920,730,805
1920,361,880,379,439,22,90,351,229,719,48
1921,674,365,80,105,681,198,144,979,142,253
1922,805,320,110,879,231,511,90,401,8,378
1923,471,921,448,905,841,782,347,920,756,459
1924,408,649,55,37,866,861,886,633,979,328
1925,564,516,159,885,267,930,403,163,249,236
1926,649,994,810,49,801,54,667,460,185,462
1927,687,502,561,12,552,582,14,381,179,117
1928,450,400,406,242,113,18,297,771,251,643
1929,184,958,610,383,49,963,717,501,172,593
1930,438,843,794,295,239,719,342,859,776,366
1931,735,326,408,634,858,86,804,876,333,393
1932,275,411,65,570,172,861,761,29,168,295
1933,545,774,545,188,622,852,144,280,544,293
1934,543,699,115,911,695,730,138,416,60,90
1935,668,129,329,273,190,529,205,347,901,568
1936,837,245,782,687,202,463,347,804,91,890
1937,386,43,445,327,346,691,73,840,711,719
1938,809,36,977,132,543,37,531,862,944,54
1939,139,447,22,919,689,113,705,916,682,581
1940,337,758,284,97,20,74,654,620,279,308
1941,488,422,589,331,229,895,830,445,452,631
1942,217,682,958,147,462,383,67,995,473,704
1943,703,662,652,112,912,499,79,892,716,738
1944,241,371,816,170,650,949,855,987,228,484
1945,591,855,631,848,792,675,964,901,773,290
1946,310,309,154,405,571,260,667,987,556,880
1947,829,270,801,341,113,126,293,35,103,664
1948,731,335,117,815,595,460,840,550,262,72
1949,781,627,263,312,447,574,290,984,425,689
1950,739,90,83,164,556,733,856,126,978,7
1951,370,920,59,106,808,980,380,389,804,875
1952,554,173,438,642,408,12,686,255,542,239
1953,212,509,357,230,46,629,338,973,792,313
1954,150,232,718,179,612,415,758,394,381,901
1955,774,444,604,526,696,752,739,780,374,280
1956,116,234,200,871,185,267,442,85,96,178
1957,854,685,761,974,788,289,497,724,278,122
1958,386,100,80,557,362,145,771,36,774,11
1959,397,286,662,699,605,152,180,754,40,507
1960,883,477,81,398,188,137,321,830,94,175
1961,96,24,451,324,525,693,782,28,834,67
1962,25,73,754,344,316,853,429,579,306,254
1963,649,873,187,946,587,749,27,633,548,285
1964,446,561,229,483,313,498,790,757,56,949
1965,604,215,211,806,146,653,243,221,478,236
1966,765,342,144,763,983,181,583,430,362,914
1967,603,923,378,91,774,66,926,942,125,554
1968,942,457,170,182,19,348,718,820,599,230
1969,335,96,684,637,625,894,825,0,348,258
1970,672,898,486,908,56,223,898,897,541,100
1971,975,235,96,119,974,233,22,701,863,54
1972,654,361,940,865,889,138,518,348,921,815
1973,126,657,819,627,232,443,181,641,671,593
1974,914,15,380,495,327,878,301,790,950,743
1975,646,318,378,252,664,362,326,914,927,532
1976,580,37,165,262,266,108,422,90,344,384
1977,481,523,400,459,492,231,29,259,751,33
1978,39,567,221,646,827,152,93,421,420,208
1979,429,551,630,800,468,323,709,662,423,637
1980,327,464,672,712,214,590,469,742,51,480
1981,529,892,272,357,326,95,113,22,909,230
1982,233,300,736,749,344,665,154,223,485,115
1983,5,329,721,652,12,469,966,670,835,169
1984,193,852,431,736,516,408,447,899,85,1
1985,530,306,479,248,409,268,768,558,205,505
1986,988,106,370,477,409,291,79,436,224,253
1987,874,671,428,651,598,750,642,701,830,751
1988,614,200,826,698,177,249,288,64,752,331
1989,234,217,322,153,331,291,268,778,243,181
1990,134,274,99,556,567,314,169,546,870,292
1991,691,8,718,603,889,787,16,828,797,434
1992,716,933,400,243,256,909,161,239,366,196
1993,25,812,144,514,228,693,440,720,439,957
1994,860,880,454,961,408,697,572,301,697,917
1995,802,987,877,536,559,376,192,846,175,272
1996,250,871,640,313,622,680,775,141,402,851
1997,824,133,61,883,920,187,31,447,370,178
1998,355,200,74,786,425,630,674,585,368,332
1999,687,470,473,144,963,87,434,679,698,6
2000,705,678,682,203,7,12,301,99,503,991
2001,396,444,651,397,884,299,37,217,770,745
2002,672,518,24,125,532,317,67,285,977,26
2003,92,113,990,946,366,121,237,381,872,353
2004,874,521,910,856,953,977,359,205,63,547
2005,32,574,499,462,353,968,861,984,771,41
2006,979,58,146,793,255,837,922,879,106,961
2007,184,978,105,377,665,705,720,222,89,453
2008,58,306,314,39,423,532,369,112,805,911
2009,317,347,23,857,358,241,740,930,445,584
2010,622,100,606,189,92,129,67,771,970,449
2011,338,453,644,659,335,798,422,407,355,309
2012,855,375,274,178,573,773,792,550,818,122
2013,404,854,10,632,852,255,745,970,59,299
2014,592,310,517,691,8,303,72,854,60,610
2015,315,681,996,708,159,860,143,41,366,152
2016,467,795,660,289,998,992,635,658,576,825
2017,894,277,635,203,903,619,988,495,898,819
2018,940,474,260,153,518,244,735,595,13,32
2019,97,775,923,538,175,336,139,638,102,586
2020,705,929,924,43,813,342,34,458,123,464
2021,234,647,54,366,726,198,977,580,742,264
2022,738,345,558,461,954,95,580,932,778,203
2023,225,622,521,667,524,35,564,492,422,991
2024,725,359,133,435,276,794,143,670,448,678
2025,921,491,204,943,803,603,56,85,128,310
2026,165,740,420,461,322,820,372,592,556,51
2027,890,508,909,449,297,36,624,126,605,887
2028,553,949,651,346,853,88,540,406,935,418
2029,618,246,20,633,865,516,547,706,461,851
2030,31,621,233,299,657,130,37,499,360,378
2031,637,840,283,66,69,546,72,353,64,682
2032,412,48,93,629,717,201,385,111,51,934
2033,954,700,917,668,688,281,86,927,815,655
2034,205,164,302,956,909,859,229,299,189,178
2035,153,832,366,22,104,27,957,85,545,254
2036,558,875,697,429,366,728,405,891,217,78
2037,688,55,308,735,137,775,393,530,64,803
2038,455,815,931,97,593,113,693,203,240,515
2039,138,978,718,848,939,882,762,318,536,927
2040,354,366,276,380,140,474,496,976,115,785
2041,45,927,487,584,340,890,468,172,364,352
2042,954,309,203,704,464,606,167,78,583,104
2043,365,767,954,35,471,908,722,417,963,847
2044,731,746,719,243,677,361,414,364,313,552
2045,553,385,969,770,523,189,669,339,582,746
2046,138,843,137,677,236,950,784,922,582,185
2047,129,420,195,962,415,548,668,213,996,319
2048,814,803,797,349,654,492,951,427,931,182
2049,283,750,927,666,57,507,390,294,358,968
2050,362,71,310,449,72,556,87,418,146,742
2051,362,172,156,190,605,492,279,16,997,170
2052,909,497,434,123,938,252,728,136,155,978
2053,299,428,344,389,294,99,292,136,662,671
2054,58,991,778,802,642,117,659,717,695,467
2055,106,496,534,735,915,295,488,118,624,788
2056,334,371,936,307,658,188,479,294,77,18
2057,8,71,750,690,424,500,489,884,108,370
2058,852,436,521,999,862,578,239,727,701,667
2059,641,303,350,314,693,843,707,106,70,323
2060,774,815,483,365,228,741,606,352,784,23
2061,142,632,984,560,276,388,557,690,616,123
2062,34,408,811,522,283,801,842,626,752,80
2063,167,658,905,391,747,693,695,638,325,671
2064,625,842,631,688,337,805,138,627,412,783
2065,668,20,40,660,604,92,805,986,404,725
2066,523,126,340,267,796,422,353,170,125,511
2067,579,757,947,915,291,675,430,480,97,623
2068,310,141,107,506,164,306,220,347,934,405
2069,505,443,390,47,49,389,379,694,468,163
2070,598,988,550,24,7,457,167,21,509,136
2071,445,807,209,960,6,270,142,727,819,282
2072,966,733,651,523,220,843,814,742,598,471
2073,20,465,674,344,678,95,527,811,967,300
2074,430,183,10,622,244,904,713,408,204,863
2075,896,930,8,409,563,285,748,499,150,929
2076,773,647,313,623,429,365,795,919,936,962
2077,813,321,778,768,255,464,393,252,516,126
2078,513,718,302,571,647,329,242,61,783,381
2079,198,345,412,443,919,791,454,812,482,48
2080,402,981,87,382,253,85,432,946,557,264
2081,259,375,400,642,412,784,804,480,233,94
2082,202,864,470,454,878,14,301,613,662,981
2083,922,522,962,494,468,616,431,837,183,790
2084,851,262,637,442,227,867,50,873,472,135
2085,896,331,890,97,32,250,528,659,667,769
2086,138,924,94,503,151,89,735,407,884,326
2087,259,280,77,890,543,552,248,381,362,119
2088,170,577,898,571,124,994,237,186,929,140
2089,967,25,227,152,59,329,146,712,516,6
2090,678,891,838,553,643,659,638,170,756,598
2091,564,104,161,918,823,751,930,47,102,776
2092,429,53,747,269,63,271,88,171,466,681
2093,554,877,722,235,749,212,710,440,611,629
2094,492,719,67,270,678,340,978,98,639,560
2095,202,179,475,803,657,460,451,281,467,458
2096,307,628,938,427,294,601,895,236,441,984
2097,76,967,871,478,315,406,707,797,136,739
2098,774,630,778,62,539,610,84,214,700,948
2099,760,269,310,48,179,610,113,737,435,54
2100,665,697,467,760,349,464,169,291,979,43
2101,994,47,428,642,381,849,82,433,604,23
2102,239,415,480,369,815,222,185,217,153,362
2103,150,361,321,144,714,621,735,726,716,906
2104,209,425,345,77,361,666,981,518,785,927
2105,270,537,530,505,734,841,980,284,533,18
2106,559,857,536,490,86,165,476,567,924,478
2107,760,908,175,483,349,296,23,839,280,755
2108,514,533,198,802,639,666,255,399,70,855
2109,517,215,724,308,552,597,390,365,942,195
2110,188,360,704,590,415,475,76,846,72,874
2111,802,987,782,270,861,485,335,779,398,393
2112,963,997,882,295,165,506,521,23,448,508
2113,488,465,976,285,414,130,314,404,386,623
2114,134,93,189,739,227,873,314,698,547,30
2115,882,533,918,592,962,244,605,958,360,382
2116,577,10,604,43,276,60,686,89,228,452
2117,641,933,106,309,209,299,208,446,815,202
2118,273,88,636,861,310,186,655,998,865,860
2119,792,422,603,435,755,208,270,842,125,412
2120,525,766,708,143,463,887,688,272,818,890
2121,992,669,797,906,986,385,33,779,700,777
2122,271,563,169,228,429,576,841,631,91,838
2123,803,432,770,168,603,69,902,209,75,765
2124,350,117,165,828,755,397,965,637,533,447
2125,478,345,595,817,171,816,489,869,105,625
2126,288,3,555,972,247,309,736,477,698,841
2127,964,168,811,117,953,418,749,553,154,442
2128,249,413,912,122,364,624,583,440,833,171
2129,587,150,361,567,261,867,544,20,826,595
2130,491,267,128,804,285,228,258,400,818,897
2131,497,615,88,455,64,484,126,457,525,453
2132,765,858,351,347,818,560,124,417,966,613
2133,665,762,684,534,777,358,880,812,549,487
2134,537,759,477,322,998,265,37,981,443,499
2135,656,846,796,166,499,528,973,40,897,893
2136,964,537,909,622,230,896,438,934,2,447
2137,387,310,81,282,496,283,491,889,498,977
2138,127,607,30,989,886,634,883,227,941,57
2139,228,823,637,355,720,216,541,334,753,66
2140,97,912,252,700,613,773,600,999,380,741
2141,101,811,697,21,51,434,278,538,493,546
2142,151,611,703,340,931,804,556,593,193,705
2143,111,420,536,650,247,409,341,676,420,155
2144,283,303,99,890,87,900,730,225,518,757
2145,597,446,177,839,701,181,663,727,620,979
2146,732,589,408,91,217,82,361,823,494,594
2147,57,11,614,374,552,727,90,342,470,164
2148,750,929,912,268,142,376,38,458,200,787
